Scenario,Seed,NumDistractorLabels,CandidateSetSize,GroupIndex,SearchPhase,GroupSize,GroupFraction(%),RankStart,RankEnd,FeatureIndices0,FeatureIndices1,GroupWeightNorm,GapLowerBound,GapUpperBound,GapEstimate,Epsilon,EpsilonLower,EpsilonUpper,GapLower/Epsilon,GapUpper/Epsilon,GapLower/EpsilonUpper,GapUpper/EpsilonLower,RhoLower,RhoUpper,RhoEstimate,Status,FirstCertifiedNecessaryPrefix,ExactRefit,CertificateConverged,OptimizationGapRatio,SumSingletonLower,SumSingletonUpper,CertifiedSynergyLower,CertifiedSynergy,ElapsedSeconds
collective,105,0,2,1,Exponential,1,5.0,1,1,0,1,0.26509737968444824,1.4852249322491783e-05,1.4852260671247999e-05,1.4852252010764781e-05,0.0012397002147482635,0.0012397002147382635,0.0012397002148348683,0.011980516858672737,0.01198052601310869,0.011980516857835785,0.01198052601320533,0.00011980516857835784,0.0001198052601320533,0.0001198051902715909,NonNecessary,False,True,True,2.168486383502133e-09,1.4852249322491783e-05,1.4852260671247999e-05,-1.1348756215852416e-11,False,0.046235800022259355
collective,105,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3749043047428131,0.123092764176367,0.12309276418792582,0.12309276417926533,0.0012397002147482635,0.0012397002147382635,0.0012397002148348683,99.29236335686407,99.29236336618796,99.29236334992756,99.2923633669889,0.9929236334992756,0.992923633669889,0.9929236335920201,JointlyNecessary,True,True,True,2.3379328214471493e-09,2.9704498644983566e-05,2.9704521342495998e-05,0.1230630596550245,True,0.025712799979373813
collective,106,0,2,1,Exponential,1,5.0,1,1,0,1,0.2647309899330139,1.4887693022308263e-05,1.4887713521992367e-05,1.4887707769539044e-05,0.0012397545393549188,0.0012397545393449188,0.0012397545394124433,0.012008581174507958,0.01200859770978446,0.01200858117395076,0.012008597709881323,0.0001200858117395076,0.00012008597709881324,0.00012008593069790703,NonNecessary,False,True,True,1.1895282713944666e-08,1.4887693022308263e-05,1.4887713521992367e-05,-2.0499684103545725e-11,False,0.030373699963092804
collective,106,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37438616156578064,0.12261284654726506,0.12261284655573966,0.1226128465499872,0.0012397545393549188,0.0012397545393449188,0.0012397545394124433,98.90090550591101,98.90090551274672,98.90090550132201,98.90090551354447,0.9890090550132202,0.9890090551354447,0.9890090550810673,JointlyNecessary,True,True,True,2.195714105339374e-09,2.9775386044616527e-05,2.9775427043984734e-05,0.12258307112022108,True,0.02489539998350665
collective,107,0,2,1,Exponential,1,5.0,1,1,0,1,0.26483094692230225,1.4837463231169752e-05,1.4837469189048303e-05,1.4837466229982322e-05,0.0012399181632637216,0.0012399181632537215,0.0012399181632933123,0.011966485910743072,0.01196649071580096,0.011966485910457491,0.01196649071589747,0.00011966485910457491,0.0001196649071589747,0.00011966488329299925,NonNecessary,False,True,True,2.41855688012783e-09,1.4837463231169752e-05,1.4837469189048303e-05,-5.957878550523466e-12,False,0.03864769998472184
collective,107,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3745275139808655,0.12305636224462961,0.12305636224955085,0.12305636224659179,0.0012399181632637216,0.0012399181632537215,0.0012399181632933123,99.2455517553834,99.24555175935241,99.24555175301491,99.24555176015284,0.9924555175301492,0.9924555176015284,0.9924555175696591,JointlyNecessary,True,True,True,1.582507040087264e-09,2.9674926462339504e-05,2.9674938378096605e-05,0.12302668730625152,True,0.025226199999451637
collective,108,0,2,1,Exponential,1,5.0,1,1,0,1,0.264617919921875,1.4807541665278314e-05,1.4807547264387704e-05,1.4807545411694685e-05,0.0012396933347538664,0.0012396933347438664,0.0012396933347723934,0.01194451986645412,0.011944524382981903,0.01194451986627561,0.011944524383078255,0.0001194451986627561,0.00011944524383078256,0.00011944522888505031,NonNecessary,False,True,True,3.0220508697393664e-09,1.4807541665278314e-05,1.4807547264387704e-05,-5.599109390580915e-12,False,0.036286599992308766
collective,108,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37422624230384827,0.12315279328997235,0.12315279329282505,0.12315279329097235,0.0012396933347538664,0.0012396933347438664,0.0012396933347723934,99.3413369560655,99.34133695836664,99.34133695458085,99.34133695916798,0.9934133695458087,0.9934133695916798,0.9934133695687216,JointlyNecessary,True,True,True,8.066511063387656e-10,2.9615083330556628e-05,2.961509452877541e-05,0.12312317819544358,True,0.025009200035128742
collective,109,0,2,1,Exponential,1,5.0,1,1,0,1,0.2651365101337433,1.4844919660518714e-05,1.484493099541478e-05,1.4844923492551496e-05,0.0012399166379009475,0.0012399166378909473,0.001239916637975976,0.011972514285839127,0.011972523427498912,0.01197251428511466,0.011972523427595473,0.0001197251428511466,0.00011972523427595472,0.00011972517376395915,NonNecessary,False,True,True,3.090556795600011e-09,1.4844919660518714e-05,1.484493099541478e-05,-1.133489606496463e-11,False,0.03280879999510944
collective,109,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37495964765548706,0.12336048752925066,0.12336048753950905,0.1233604875320062,0.0012399166379009475,0.0012399166378909473,0.001239916637975976,99.49095266443669,99.49095267271015,99.4909526584164,99.49095267351257,0.9949095265841641,0.9949095267351256,0.9949095266665905,JointlyNecessary,True,True,True,2.22234749978572e-09,2.968983932103743e-05,2.968986199082956e-05,0.12333079766725984,True,0.02464359998703003
collective,110,0,2,1,Exponential,1,5.0,1,1,0,1,0.26454463601112366,1.4813670410340762e-05,1.4813686668842953e-05,1.4813675377054435e-05,0.0012396936433280539,0.0012396936433180538,0.0012396936434409718,0.011949460651078532,0.011949473766014046,0.01194946064999011,0.011949473766110438,0.00011949460649990111,0.00011949473766110438,0.00011949464657482613,NonNecessary,False,True,True,4.006404155124881e-09,1.4813670410340762e-05,1.4813686668842953e-05,-1.6258502190906595e-11,False,0.03417200001422316
collective,110,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37412261962890625,0.1229771396526562,0.12297713966573522,0.12297713965444343,0.0012396936433280539,0.0012396936433180538,0.0012396936434409718,99.19962106324472,99.19962107379492,99.19962105420909,99.19962107459511,0.9919962105420911,0.9919962107459512,0.9919962106468639,JointlyNecessary,True,True,True,1.4416675479670493e-09,2.9627340820681525e-05,2.9627373337685907e-05,0.12294751227931852,True,0.02430849999655038
collective,111,0,2,1,Exponential,1,5.0,1,1,0,1,0.26421910524368286,1.4815864891021052e-05,1.4815873329223051e-05,1.481586842731579e-05,0.001240288041585105,0.0012402880415751049,0.001240288041634124,0.0119455032978357,0.011945510101256935,0.011945503297363585,0.011945510101353246,0.00011945503297363585,0.00011945510101353247,0.00011945506149023988,NonNecessary,False,True,True,2.851188301650592e-09,1.4815864891021052e-05,1.4815873329223051e-05,-8.43820199905056e-12,False,0.04571759997634217
collective,111,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37366223335266113,0.12278699258706517,0.12278699259400129,0.12278699258909938,0.001240288041585105,0.0012402880415751049,0.001240288041634124,98.99877163222644,98.99877163781879,98.99877162831378,98.99877163861697,0.9899877162831378,0.9899877163861698,0.9899877163386654,JointlyNecessary,True,True,True,1.6401121779665283e-09,2.9631729782042104e-05,2.9631746658446102e-05,0.12275736084040673,True,0.034286600013729185
collective,112,0,2,1,Exponential,1,5.0,1,1,0,1,0.2644428014755249,1.4811549019687342e-05,1.4811570878292465e-05,1.4811569744733154e-05,0.001239832011272516,0.001239832011262516,0.0012398320112838518,0.011946416034608862,0.01194643366490468,0.011946416034499637,0.011946433665001036,0.00011946416034499637,0.00011946433665001035,0.00011946432750620082,NonNecessary,False,True,True,1.6716011222495272e-08,1.4811549019687342e-05,1.4811570878292465e-05,-2.185860512233552e-11,False,0.03355960000772029
collective,112,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3739786148071289,0.12291411256972565,0.1229141125729425,0.12291411257180894,0.001239832011272516,0.001239832011262516,0.0012398320112838518,99.13771499057466,99.13771499316925,99.13771498966824,99.13771499396886,0.9913771498966825,0.9913771499396886,0.9913771499225495,JointlyNecessary,True,True,True,1.6802989188180179e-09,2.9623098039374685e-05,2.962314175658493e-05,0.12288448942796906,True,0.027466500003356487
collective,113,0,2,1,Exponential,1,5.0,1,1,0,1,0.26493221521377563,1.4810574418311611e-05,1.4810600554565937e-05,1.4810587225135572e-05,0.0012396889768792416,0.001239688976867723,0.0012396889770125358,0.011947008237175212,0.011947029320087793,0.011947008235890642,0.011947029320198798,0.00011947008235890642,0.00011947029320198799,0.00011947018567850245,NonNecessary,False,True,True,1.033067511041407e-08,1.4810574418311611e-05,1.4810600554565937e-05,-2.6136254325818064e-11,False,0.045094800007063895
collective,113,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37467071413993835,0.12332788380323652,0.12332788381849988,0.12332788380517044,0.0012396889768792416,0.001239688976867723,0.0012396889770125358,99.48292362306769,99.48292363537993,99.48292361237105,99.48292363630428,0.9948292361237104,0.9948292363630429,0.994829236246277,JointlyNecessary,True,True,True,1.5600107053087925e-09,2.9621148836623222e-05,2.9621201109131874e-05,0.12329826260212738,True,0.02430129999993369
collective,114,0,2,1,Exponential,1,5.0,1,1,0,1,0.2649167776107788,1.4832920203699694e-05,1.4832938315731288e-05,1.4832934792983902e-05,0.0012399182316865556,0.0012399182316765556,0.001239918231721783,0.011962821276951247,0.011962835884391586,0.011962821276611371,0.011962835884488068,0.00011962821276611372,0.00011962835884488068,0.00011962833043278926,NonNecessary,False,True,True,1.1766327733427976e-08,1.4832920203699694e-05,1.4832938315731288e-05,-1.811203159396153e-11,False,0.03531589999329299
collective,114,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37464889883995056,0.12316053834106208,0.12316053834803593,0.12316053834451318,0.0012399182316865556,0.0012399182316765556,0.001239918231721783,99.32956480004108,99.32956480566553,99.32956479721902,99.32956480646664,0.9932956479721903,0.9932956480646664,0.9932956480282442,JointlyNecessary,True,True,True,2.7833318977953444e-09,2.9665840407399387e-05,2.9665876631462575e-05,0.12313087246443062,True,0.025564800016582012
collective,115,0,2,1,Exponential,1,5.0,1,1,0,1,0.26550543308258057,1.4946628405296388e-05,1.4946633285732508e-05,1.4946632285732508e-05,0.0012393782531823054,0.0012393782531723053,0.0012393782531923054,0.012059779463548345,0.012059783401358378,0.012059779463451041,0.012059783401455684,0.0001205977946345104,0.00012059783401455684,0.00012059782594502201,NonNecessary,False,True,True,3.130953870329949e-09,1.4946628405296388e-05,1.4946633285732508e-05,-4.880436119391327e-12,False,0.03100570000242442
collective,115,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37548136711120605,0.12263696697262423,0.12263696697557046,0.12263696697457045,0.0012393782531823054,0.0012393782531723053,0.0012393782531923054,98.95039440762645,98.95039441000364,98.95039440682807,98.95039441080202,0.9895039440682806,0.9895039441080202,0.9895039440919677,JointlyNecessary,True,True,True,1.5703170810973382e-09,2.9893256810592777e-05,2.9893266571465016e-05,0.12260707370605277,True,0.025417900003958493
collective,116,0,2,1,Exponential,1,5.0,1,1,0,1,0.2645852863788605,1.4822539394871272e-05,1.4822557150112756e-05,1.4822551502842365e-05,0.0012400028948678639,0.0012400028948530862,0.0012400028949243367,0.011953632895712538,0.011953647214422242,0.011953632895168138,0.011953647214564699,0.0001195363289516814,0.00011953647214564698,0.00011953642660182558,NonNecessary,False,True,True,9.76446996255106e-09,1.4822539394871272e-05,1.4822557150112756e-05,-1.775524148414859e-11,False,0.032767699973192066
collective,116,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3741801083087921,0.12294976857338201,0.12294976858086323,0.12294976857521596,0.0012400028948678639,0.0012400028948530862,0.0012400028949243367,99.15280769282694,99.15280769886017,99.15280768831127,99.15280770004182,0.9915280768831128,0.9915280770004181,0.9915280769430593,JointlyNecessary,True,True,True,1.478990466702926e-09,2.9645078789742544e-05,2.9645114300225512e-05,0.12292012345908178,True,0.02725720003945753
collective,117,0,2,1,Exponential,1,5.0,1,1,0,1,0.2648777663707733,1.4827335868948565e-05,1.4827355030787784e-05,1.4827347609705803e-05,0.0012398201233465283,0.001239820123333613,0.001239820123420739,0.01195926375910608,0.011959279214444203,0.011959263758390244,0.011959279214568783,0.00011959263758390245,0.00011959279214568783,0.00011959273228832387,NonNecessary,False,True,True,9.4697263503612e-09,1.4827335868948565e-05,1.4827355030787784e-05,-1.916183921943566e-11,False,0.037271799985319376
collective,117,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37459370493888855,0.1231190545532273,0.12311905456164839,0.12311905455422731,0.0012398201233465283,0.001239820123333613,0.001239820123420739,99.3039653372489,99.30396534404109,99.30396533130495,99.30396534507554,0.9930396533130496,0.9930396534507554,0.9930396533805548,JointlyNecessary,True,True,True,8.065686152123385e-10,2.965467173789713e-05,2.9654710061575568e-05,0.12308939984316573,True,0.02571309998165816
collective,118,0,2,1,Exponential,1,5.0,1,1,0,1,0.2644782066345215,1.4772778984428313e-05,1.4772809966757119e-05,1.4772798698122966e-05,0.0012401758977541365,0.0012401758977441365,0.0012401758978668228,0.011911841708245326,0.011911866690450561,0.011911841707162977,0.011911866690546611,0.00011911841707162978,0.00011911866690546611,0.00011911857604131295,NonNecessary,False,True,True,1.589588596812248e-08,1.4772778984428313e-05,1.4772809966757119e-05,-3.0982328805428017e-11,False,0.04131709999637678
collective,118,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37402865290641785,0.12332293555710257,0.12332293556970775,0.12332293555843911,0.0012401758977541365,0.0012401758977441365,0.0012401758978668228,99.43987444073937,99.4398744509034,99.43987443170396,99.43987445170522,0.9943987443170395,0.9943987445170523,0.9943987444181708,JointlyNecessary,True,True,True,1.0777056978098959e-09,2.9545557968856627e-05,2.9545619933514238e-05,0.12329338993716905,True,0.026473700010683388
collective,119,0,2,1,Exponential,1,5.0,1,1,0,1,0.2646389901638031,1.4824506462518061e-05,1.4824527782045322e-05,1.4824516814084887e-05,0.0012399469882402503,0.00123994698823025,0.00123994698834993,0.011955758272825199,0.011955775466727409,0.01195575827176765,0.011955775466823833,0.00011955758271767651,0.00011955775466823832,0.00011955766621219868,NonNecessary,False,True,True,8.348394674244934e-09,1.4824506462518061e-05,1.4824527782045322e-05,-2.131952726100591e-11,False,0.03507149999495596
collective,119,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37425604462623596,0.1230279673546013,0.12302796736724718,0.12302796735627922,0.0012399469882402503,0.00123994698823025,0.00123994698834993,99.22034451586053,99.22034452605925,99.22034450708398,99.22034452685948,0.9922034450708399,0.9922034452685947,0.9922034451721375,JointlyNecessary,True,True,True,1.353217552987413e-09,2.9649012925036123e-05,2.9649055564090645e-05,0.12299831829903721,True,0.02619319997029379
collective,120,0,2,1,Exponential,1,5.0,1,1,0,1,0.2647944390773773,1.4841190333269791e-05,1.484120151103118e-05,1.4841198125072367e-05,0.0012394258819599482,0.0012394258819499481,0.0012394258819938078,0.011974245938612231,0.011974254957111482,0.011974245938285109,0.011974254957208094,0.00011974245938285109,0.00011974254957208094,0.00011974252225234683,NonNecessary,False,True,True,6.2866225302439466e-09,1.4841190333269791e-05,1.484120151103118e-05,-1.1177761388803478e-11,False,0.042641500011086464
collective,120,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37447589635849,0.12308811040682624,0.12308811041332672,0.12308811040994076,0.0012394258819599482,0.0012394258819499481,0.0012394258819938078,99.31058581105523,99.31058581629998,99.31058580834218,99.31058581710124,0.9931058580834219,0.9931058581710125,0.9931058581356811,JointlyNecessary,True,True,True,2.5128723602232598e-09,2.9682380666539582e-05,2.968240302206236e-05,0.12305842800380418,True,0.02686280000489205
collective,121,0,2,1,Exponential,1,5.0,1,1,0,1,0.264786034822464,1.4780824099665723e-05,1.4780859551003198e-05,1.4780850515758344e-05,0.0012399421610793362,0.001239942161069336,0.0012399421611696887,0.011920575462003336,0.011920604053125235,0.011920575461134704,0.011920604053221375,0.00011920575461134705,0.00011920604053221374,0.00011920596766297561,NonNecessary,False,True,True,2.130429430474048e-08,1.4780824099665723e-05,1.4780859551003198e-05,-3.5451337474821996e-11,False,0.043121299997437745
collective,121,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3744640052318573,0.12351245476709277,0.12351245477870863,0.12351245476967339,0.0012399421610793362,0.001239942161069336,0.0012399421611696887,99.61146466668937,99.61146467605745,99.61146465943087,99.61146467686082,0.9961146465943087,0.9961146467686082,0.9961146466877063,JointlyNecessary,True,True,True,2.0812338014581745e-09,2.9561648199331447e-05,2.9561719102006396e-05,0.12348289304799076,True,0.03293879999546334
collective,122,0,2,1,Exponential,1,5.0,1,1,0,1,0.26471564173698425,1.4812907079725466e-05,1.4812919079721957e-05,1.4812908079725462e-05,0.0012404350482748245,0.0012404350482648244,0.0012404350483848244,0.01194170311482814,0.011941712788850579,0.011941703113769167,0.011941712788946849,0.00011941703113769168,0.0001194171278894685,0.00011941703920996909,NonNecessary,False,True,True,8.061687723116036e-10,1.4812907079725466e-05,1.4812919079721957e-05,-1.1999996491073744e-11,False,0.04415339999832213
collective,122,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37436443567276,0.1232313591005427,0.12323135911259905,0.12323135910159906,0.0012404350482748245,0.0012404350482648244,0.0012404350483848244,99.34527347637487,99.34527348609433,99.34527346756508,99.34527348689522,0.9934527346756508,0.9934527348689522,0.9934527347722648,JointlyNecessary,True,True,True,8.516053811955126e-10,2.9625814159450932e-05,2.9625838159443914e-05,0.12320173326238325,True,0.034948699991218746
collective,123,0,2,1,Exponential,1,5.0,1,1,0,1,0.2649024724960327,1.4895249843817956e-05,1.4895277493977865e-05,1.4895261421649965e-05,0.001239854914449939,0.0012398549144399388,0.0012398549146106622,0.012013703918273555,0.012013726219398942,0.01201370391671621,0.01201372621949584,0.00012013703916716211,0.0001201372621949584,0.00012013713256327448,NonNecessary,False,True,True,9.338053872264521e-09,1.4895249843817956e-05,1.4895277493977865e-05,-2.765015990894757e-11,False,0.04946639999980107
collective,123,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3746286630630493,0.12263304668447243,0.1226330467026292,0.12263304668655688,0.001239854914449939,0.0012398549144399388,0.0012398549146106622,98.90919111199274,98.90919112663701,98.90919109917108,98.90919112743478,0.9890919109917109,0.9890919112743477,0.9890919111367396,JointlyNecessary,True,True,True,1.681203021292197e-09,2.979049968763591e-05,2.979055498795573e-05,0.12260325612948447,True,0.03655409999191761
collective,124,0,2,1,Exponential,1,5.0,1,1,0,1,0.26517215371131897,1.4914363072225916e-05,1.4914385977727906e-05,1.4914365143897526e-05,0.00123962670250906,0.00123962670249906,0.0012396267027173983,0.01203133414441507,0.012031352622156752,0.012031334142393019,0.012031352622253808,0.0001203133414239302,0.00012031352622253808,0.00012031335815621092,NonNecessary,False,True,True,1.6712061041726304e-09,1.4914363072225916e-05,1.4914385977727906e-05,-2.2905501990237178e-11,False,0.03388709999853745
collective,124,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37501004338264465,0.12263036598535536,0.12263036600773962,0.12263036598690578,0.00123962670250906,0.00123962670249906,0.0012396267027173983,98.92523752283329,98.92523754089055,98.92523750620738,98.92523754168857,0.9892523750620738,0.9892523754168857,0.9892523752408401,JointlyNecessary,True,True,True,1.2507248808418246e-09,2.9828726144451832e-05,2.9828771955455813e-05,0.1226005372133999,True,0.030606399988755584
collective,125,0,2,1,Exponential,1,5.0,1,1,0,1,0.2644577920436859,1.4799467537639048e-05,1.4799475862360858e-05,1.4799474105968045e-05,0.0012402269518088428,0.0012402269517988427,0.0012402269518264066,0.011932870444441126,0.01193287715669794,0.011932870444272135,0.011932877156794157,0.00011932870444272135,0.00011932877156794158,0.00011932875740511323,NonNecessary,False,True,True,5.296070109822855e-09,1.4799467537639048e-05,1.4799475862360858e-05,-8.32472181026302e-12,False,0.036043600004632026
collective,125,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.37399980425834656,0.12305144659143752,0.12305144659551441,0.12305144659375802,0.0012402269518088428,0.0012402269517988427,0.0012402269518264066,99.21687833986336,99.21687834315057,99.21687833845826,99.21687834395055,0.9921687833845827,0.9921687834395057,0.9921687834173439,JointlyNecessary,True,True,True,1.871029277207003e-09,2.9598935075278096e-05,2.9598951724721717e-05,0.1230218476397128,True,0.029634500038810074
collective,126,0,2,1,Exponential,1,5.0,1,1,0,1,0.26449674367904663,1.483630137280199e-05,1.483631165610572e-05,1.4836307496831442e-05,0.0012400334791051642,0.0012400334790951641,0.0012400334791467568,0.011964436140472753,0.011964444433235733,0.011964436140071448,0.011964444433332218,0.00011964436140071447,0.00011964444433332218,0.00011964441079072844,NonNecessary,False,True,True,4.938600156470041e-09,1.483630137280199e-05,1.483631165610572e-05,-1.0283303729212174e-11,False,0.04547529999399558
collective,126,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.374054878950119,0.12274939683890564,0.12274939684666818,0.1227493968425089,0.0012400334791051642,0.0012400334790951641,0.0012400334791467568,98.98877643810418,98.98877644436413,98.98877643478396,98.98877644516242,0.9898877643478395,0.9898877644516242,0.9898877644100997,JointlyNecessary,True,True,True,2.905780363868109e-09,2.967260274560398e-05,2.967262331221144e-05,0.12271972421559342,True,0.02476919995388016
collective,127,0,2,1,Exponential,1,5.0,1,1,0,1,0.2642851173877716,1.484536044516491e-05,1.484537922519625e-05,1.484536629403426e-05,0.0012403112878475457,0.0012403112878375457,0.0012403112879768572,0.01196906017918112,0.01196907532056661,0.011969060177933257,0.011969075320663112,0.00011969060177933257,0.00011969075320663113,0.0001196906489482743,NonNecessary,False,True,True,4.7156463434045536e-09,1.484536044516491e-05,1.484537922519625e-05,-1.8780031339310195e-11,False,0.034951600013300776
collective,127,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3737556040287018,0.1224358865656606,0.12243588658180744,0.12243588656887629,0.0012403112878475457,0.0012403112878375457,0.0012403112879768572,98.71383721592795,98.71383722894635,98.71383720563632,98.71383722974223,0.9871383720563632,0.9871383722974223,0.9871383721852061,JointlyNecessary,True,True,True,2.5926528294012272e-09,2.969072089032982e-05,2.96907584503925e-05,0.1224061958072102,True,0.033898400026373565
