Scenario,Seed,NumDistractorLabels,CandidateSetSize,Eta,FeatureIndex0,FeatureIndex1,Rank,IsNecessary,IsUnresolved,WeightNorm,OffGapLowerBound,OffGapUpperBound,OffGapEstimate,Epsilon,EpsilonLower,EpsilonUpper,EpsilonMode,FeatureGain,FeatureGainLower,FeatureGainUpper,DeletionGap/FeatureGain,RhoLower,RhoUpper,InterceptOnlyObjective,InterceptOnlyOptimizationGapUpper,InterceptOnlyCertificateConverged,InterceptOnlyIterations,InterceptOnlySeconds,OptimizationGapRatio,CertificateConverged,AdaptiveRefinementRounds,ExactRefitsConverged,MaxOffOptimizationGapRatio,Role,Status,ExpectedStatus,CorrectSingletonDecision,RhoLower/Eta,RhoUpper/Eta
individual,100,0,2,0.01,11,12,11,0,0,0.00015407757018692791,0.0,1.188252175373897e-08,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.583887063265389e-08,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.583887063265388e-06
individual,100,0,2,0.01,18,19,12,0,0,5.9253379731671885e-05,0.0,1.7669571454471747e-09,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,1.4251451062790559e-08,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,1.425145106279056e-06
individual,100,0,2,0.01,3,4,13,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,4,5,14,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,6,7,15,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,7,8,16,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,12,13,17,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,13,14,18,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,15,16,19,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,100,0,2,0.01,17,18,20,0,0,0.0,0.0,1.1281878512008445e-11,,0.001239843674638027,0.001239843674628027,0.001239843674750846,feature_gain,0.1239843674638027,0.1239843674628027,0.12398436747508458,,0.0,9.099436278039802e-11,0.1250136745253462,1e-12,True,12,0.01244690001476556,9.09943627796641e-09,True,0,1,8.327750216842286e-10,Noise,Removable,Removable,True,0.0,9.099436278039802e-09
individual,101,0,2,0.01,0,1,1,1,0,0.529566764831543,0.12282466440293348,0.12282466440811442,0.12282466440393348,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,0.9905856170507399,0.9905856170092728,0.9905856170924484,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,UniqueSignal,Necessary,Necessary,True,99.05856170092729,99.05856170924484
individual,101,0,2,0.01,5,6,2,0,0,0.0018974922131747007,1.5808436342739774e-10,1.8004565924805026e-06,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,1.2749564384847354e-09,1.452075129457987e-05,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,1.2749564384847353e-07,0.001452075129457987
individual,101,0,2,0.01,11,12,3,0,0,0.0014966144226491451,8.99629453660612e-11,1.1200647356107185e-06,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,7.255545958673333e-10,9.033364940626153e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,7.255545958673333e-08,0.0009033364940626153
individual,101,0,2,0.01,9,10,4,0,0,0.0009621469653211534,2.8809537901321382e-11,4.629224536106416e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,2.323500252694432e-10,3.7334872974059815e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,2.3235002526944318e-08,0.00037334872974059815
individual,101,0,2,0.01,2,3,5,0,0,0.0008619899745099247,2.1121954103628758e-11,3.7156174476299426e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,1.7034936785615935e-10,2.9966596855580852e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,1.7034936785615934e-08,0.00029966596855580854
individual,101,0,2,0.01,8,9,6,0,0,0.0008603481692261994,2.1005855917425984e-11,3.701477009875071e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,1.6941303154315262e-10,2.9852553684147267e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,1.694130315431526e-08,0.00029852553684147265
individual,101,0,2,0.01,12,13,7,0,0,0.0006700726808048785,9.71800250301872e-12,2.2452915211207538e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,7.837606194444886e-11,1.8108362011163821e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,7.837606194444886e-09,0.00018108362011163821
individual,101,0,2,0.01,3,4,8,0,0,0.0006689944420941174,9.666282423709785e-12,2.2380743761218643e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,7.795893752629506e-11,1.8050155460656867e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,7.795893752629505e-09,0.00018050155460656866
individual,101,0,2,0.01,16,17,9,0,0,0.0006408473127521574,8.364964425997302e-12,2.0537057480632117e-07,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,6.746375809343755e-11,1.656321542236678e-06,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,6.746375809343755e-09,0.0001656321542236678
individual,101,0,2,0.01,18,19,10,0,0,0.00043965422082692385,1.8017004056172195e-12,9.666376040188073e-08,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,1.4530782694502236e-11,7.79596925500312e-07,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,1.4530782694502236e-09,7.795969255003119e-05
individual,101,0,2,0.01,17,18,11,0,0,0.000386387255275622,8.684683983462839e-13,7.466048123763543e-08,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,7.004230855511801e-12,6.021396373081907e-07,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,7.004230855511802e-10,6.0213963730819073e-05
individual,101,0,2,0.01,4,5,12,0,0,0.00033137277932837605,2.581617831735292e-13,5.4914527937501536e-08,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,2.0820846571517828e-12,4.4288776856382507e-07,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,2.0820846571517827e-10,4.428877685638251e-05
individual,101,0,2,0.01,19,20,13,0,0,0.00030378790688700974,8.737227264787468e-14,4.61531428945526e-08,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,7.046607212901959e-13,3.7222686302683633e-07,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,7.046607212901958e-11,3.722268630268363e-05
individual,101,0,2,0.01,14,15,14,0,0,0.00020605108875315636,0.0,2.1235201999715343e-08,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,1.7126271647749864e-07,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,1.7126271647749866e-05
individual,101,0,2,0.01,6,7,15,0,0,6.761767144780606e-05,0.0,2.290485242555913e-09,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,1.8472851103418112e-08,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,1.8472851103418111e-06
individual,101,0,2,0.01,10,11,16,0,0,5.66835615245509e-06,0.0,2.024846479197567e-11,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,1.6330464314957911e-10,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,1.6330464314957912e-08
individual,101,0,2,0.01,1,2,17,0,0,0.0,0.0,4.180928820130891e-12,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,3.371935087522493e-11,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,3.371935087522493e-09
individual,101,0,2,0.01,7,8,18,0,0,0.0,0.0,4.180928820130891e-12,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,3.371935087522493e-11,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,3.371935087522493e-09
individual,101,0,2,0.01,13,14,19,0,0,0.0,0.0,4.180928820130891e-12,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,3.371935087522493e-11,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,3.371935087522493e-09
individual,101,0,2,0.01,15,16,20,0,0,0.0,0.0,4.180928820130891e-12,,0.001239919723139309,0.0012399197231293087,0.0012399197231811182,feature_gain,0.12399197231393089,0.12399197231293088,0.12399197231811182,,0.0,3.371935087522493e-11,0.1250148410462117,1e-12,True,12,0.012145699991378933,3.3719350874952976e-09,True,0,1,8.065038254800361e-10,Noise,Removable,Removable,True,0.0,3.371935087522493e-09
individual,102,0,2,0.01,0,1,1,1,0,0.5302642583847046,0.1230923226105674,0.12309232261445952,0.12309232261156741,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,0.992921528491742,0.9929215284605115,0.9929215285230805,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,UniqueSignal,Necessary,Necessary,True,99.29215284605115,99.29215285230805
individual,102,0,2,0.01,7,8,2,0,0,0.0015975752612575889,1.1365952730640533e-10,1.2762786731445593e-06,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,9.168320914231143e-10,1.0295074006599686e-05,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,9.168320914231143e-08,0.0010295074006599686
individual,102,0,2,0.01,13,14,3,0,0,0.0014418106293305755,8.941299044329643e-11,1.039536056526576e-06,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,7.212479320587723e-10,8.38539486686048e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,7.212479320587723e-08,0.000838539486686048
individual,102,0,2,0.01,17,18,4,0,0,0.0012557769659906626,6.426186860702879e-11,7.88584764812723e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,5.183669577906055e-10,6.3611017601830874e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,5.1836695779060547e-08,0.0006361101760183087
individual,102,0,2,0.01,18,19,5,0,0,0.0011406278936192393,5.077058127816755e-11,6.505966051301938e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,4.0953978359019916e-10,5.2480232877002776e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,4.0953978359019914e-08,0.0005248023287700278
individual,102,0,2,0.01,8,9,6,0,0,0.0008507765014655888,2.3839110909583206e-11,3.6195626964510703e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,1.9229766682013136e-10,2.919712333645692e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,1.9229766682013137e-08,0.0002919712333645692
individual,102,0,2,0.01,9,10,7,0,0,0.000787092954851687,1.926998990339866e-11,3.0979769734023444e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,1.5544095214479783e-10,2.498976350779023e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,1.554409521447978e-08,0.0002498976350779023
individual,102,0,2,0.01,15,16,8,0,0,0.0007787413778714836,1.8706807486802438e-11,3.0325853099511256e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,1.5089805349743085e-10,2.446228308457963e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,1.5089805349743086e-08,0.0002446228308457963
individual,102,0,2,0.01,11,12,9,0,0,0.0006794498767703772,1.2651092169314334e-11,2.3085644263518813e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,1.0204975831995549e-10,1.8621984460288781e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,1.020497583199555e-08,0.00018621984460288782
individual,102,0,2,0.01,3,4,10,0,0,0.0006515095592476428,1.115987801749453e-11,2.1226059635012794e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,9.00209119753196e-11,1.7121954586340068e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,9.00209119753196e-09,0.0001712195458634007
individual,102,0,2,0.01,1,2,11,0,0,0.0005903251585550606,8.220874575753206e-12,1.7426575129368914e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,6.631350498490204e-11,1.4057108718771296e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,6.631350498490204e-09,0.00014057108718771295
individual,102,0,2,0.01,6,7,12,0,0,0.0005445341230370104,6.3145868495334195e-12,1.4827948605170886e-07,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,5.093647672951702e-11,1.1960932315837594e-06,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,5.093647672951702e-09,0.00011960932315837594
individual,102,0,2,0.01,16,17,13,0,0,0.000382125232135877,1.5780236985556464e-12,7.302145257074266e-08,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,1.2729093654962592e-11,5.890259502910737e-07,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,1.2729093654962592e-09,5.8902595029107366e-05
individual,102,0,2,0.01,14,15,14,0,0,0.0003595850430428982,1.1702529607425824e-12,6.466140055953796e-08,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,9.439819915837784e-12,5.215897735646241e-07,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,9.439819915837784e-10,5.215897735646241e-05
individual,102,0,2,0.01,5,6,15,0,0,0.0002547871263232082,7.337346105041034e-14,3.246499544818968e-08,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,5.918654189758278e-13,2.6187817582154155e-07,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,5.918654189758279e-11,2.6187817582154154e-05
individual,102,0,2,0.01,4,5,16,0,0,0.0001504486717749387,0.0,1.1321655841533933e-08,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,0.0,9.132588925791874e-08,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,0.0,9.132588925791873e-06
individual,102,0,2,0.01,2,3,17,0,0,0.0,0.0,2.8921098139564132e-12,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,0.0,2.3329140568128948e-11,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,0.0,2.332914056812895e-09
individual,102,0,2,0.01,10,11,18,0,0,0.0,0.0,2.8921098139564132e-12,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,0.0,2.3329140568128948e-11,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,0.0,2.332914056812895e-09
individual,102,0,2,0.01,12,13,19,0,0,0.0,0.0,2.8921098139564132e-12,,0.0012396983958898134,0.0012396983958798133,0.0012396983959187344,feature_gain,0.12396983958898133,0.12396983958798133,0.12396983959187344,,0.0,2.3329140568128948e-11,0.1250149574118697,1e-12,True,12,0.01445760001661256,2.332914056794076e-09,True,0,1,8.066478131418683e-10,Noise,Removable,Removable,True,0.0,2.332914056812895e-09
